label,sentence,surprisal
SimpleNPs_41_spa_eng_grammatical,Lava el sweater según las instrucciones antes de guardarlo en otoño.,24.17599868774414
SimpleNPs_42_spa_eng_grammatical,Pon el collar en la mesa junto a la caja de joyas.,15.896461486816406
SimpleNPs_43_spa_eng_grammatical,Revisa el passport para asegurarte de que no esté caducado antes del viaje.,17.109603881835938
SimpleNPs_44_spa_eng_grammatical,Cruza el bridge con cuidado porque el viento está muy fuerte hoy.,22.024147033691406
SimpleNPs_45_spa_eng_grammatical,Sigue el road hasta el final y gira a la derecha en la rotonda.,24.208106994628906
SimpleNPs_46_spa_eng_grammatical,Pescaron junto al river durante la mañana y regresaron al mediodía cansados.,22.35769271850586
SimpleNPs_47_spa_eng_grammatical,Nadaron en el lake hasta que el sol empezó a ponerse lentamente.,47.765995025634766
SimpleNPs_48_spa_eng_grammatical,Entraron al stadium con sus entradas y buscaron sus asientos rápidamente.,28.055320739746094
SimpleNPs_49_spa_eng_grammatical,Disfrutaron el concert desde la primera fila durante casi tres horas.,19.951866149902344
SimpleNPs_50_spa_eng_grammatical,Reservamos el show para el sábado y esperamos una noche divertida.,19.794178009033203
SimpleNPs_51_spa_eng_grammatical,Colgó el painting en la pared del salón antes de la cena.,27.4915771484375
SimpleNPs_52_spa_eng_grammatical,Guarda el pocket de la chaqueta para que no se pierda nada.,22.26071548461914
SimpleNPs_53_spa_eng_grammatical,Busca el sock que falta dentro de la cesta de la ropa.,36.380393981933594
SimpleNPs_54_spa_eng_grammatical,El conductor estacionó el truck junto al muelle para descargar la carga.,25.063030242919922
SimpleNPs_55_spa_eng_grammatical,Tomaron el bus de la mañana para llegar a la oficina a tiempo.,20.167583465576172
SimpleNPs_56_spa_eng_grammatical,Bajaron el subway en la estación central para cambiar de línea rápidamente.,35.40199279785156
SimpleNPs_57_spa_eng_grammatical,Pasaron el park con los niños mientras buscaban un lugar para picnic.,22.773090362548828
SimpleNPs_58_spa_eng_grammatical,Regaron el garden antes de que el sol se pusiera esta tarde.,38.26275634765625
SimpleNPs_59_spa_eng_grammatical,Cruzaron el field para llegar al molino antes de que oscureciera.,31.121475219726562
SimpleNPs_60_spa_eng_grammatical,Exploraron el forest con linternas durante la excursión nocturna del colegio.,30.69736099243164
SimpleNPs_61_spa_eng_grammatical,Visitaron el museum para ver la exposición de arte contemporáneo internacional.,22.868247985839844
SimpleNPs_62_spa_eng_grammatical,Reservaron el theater para la función que empezaba a las ocho.,21.693355560302734
SimpleNPs_63_spa_eng_grammatical,Entraron el cinema justo cuando empezaba la película de la noche.,32.98594665527344
SimpleNPs_64_spa_eng_grammatical,Cenamos el restaurant nuevo que abrió cerca de la plaza central ayer.,36.90325164794922
SimpleNPs_65_spa_eng_grammatical,Reservaron el hotel con vista al mar para las vacaciones de verano.,20.522499084472656
SimpleNPs_66_spa_eng_grammatical,Nos encontramos en el bar de la esquina para conversar un rato tranquilo.,12.208412170410156
SimpleNPs_67_spa_eng_grammatical,Cortaron el cake en porciones iguales para repartir entre todos los invitados.,19.037494659423828
SimpleNPs_68_spa_eng_grammatical,Compraron el ice_cream en la heladería antes de volver a casa caminando.,28.567668914794922
SimpleNPs_69_spa_eng_grammatical,Sirve el juice en vasos fríos para los niños en la merienda.,26.44631576538086
SimpleNPs_70_spa_eng_grammatical,Prepara el tea en la tetera antes de que lleguen los invitados.,24.67544174194336
SimpleNPs_71_spa_eng_grammatical,Guardaron el wine en la bodega para que envejeciera unos meses más.,26.793132781982422
SimpleNPs_72_spa_eng_grammatical,Sirvió el dessert al final de la cena para sorprender a los comensales.,18.507770538330078
SimpleNPs_73_spa_eng_grammatical,Preparó el breakfast antes de que los niños se despertaran esta mañana.,20.790367126464844
SimpleNPs_74_spa_eng_grammatical,Empacó el lunch para llevarlo al trabajo y comer en la oficina.,31.568313598632812
SimpleNPs_75_spa_eng_grammatical,Limpia el bathroom antes de que lleguen los invitados esta tarde por favor.,35.63465881347656
SimpleNPs_76_spa_eng_grammatical,Ordena el room y guarda la ropa antes de que lleguen tus padres.,29.63863754272461
SimpleNPs_77_spa_eng_grammatical,Decoraron el bedroom con luces y plantas para crear un ambiente acogedor.,34.33979797363281
SimpleNPs_78_spa_eng_grammatical,Guardan el basement las cajas con recuerdos en la esquina más oscura.,54.66220474243164
SimpleNPs_79_spa_eng_grammatical,Pusieron el balcony plantas y sillas para disfrutar las tardes de verano.,34.80991744995117
SimpleNPs_80_spa_eng_grammatical,Organizaron el game en el salón para que todos participaran y se divirtieran.,26.150737762451172
SimpleNPs_81_spa_eng_grammatical,Vieron el match en la televisión con amigos y mucha emoción.,36.59724807739258
SimpleNPs_82_spa_eng_grammatical,Apoyaron el team durante todo el torneo con pancartas y cánticos.,24.54037857055664
SimpleNPs_83_spa_eng_grammatical,Celebraron el goal con abrazos y gritos cuando terminó el partido.,23.72858428955078
SimpleNPs_84_spa_eng_grammatical,Alquilaron el apartment cerca del centro para reducir el tiempo de viaje.,29.933738708496094
SimpleNPs_85_spa_eng_grammatical,Subieron el elevator porque las escaleras estaban cerradas por mantenimiento.,26.70343780517578
SimpleNPs_86_spa_eng_grammatical,Enciende el fan si hace calor mientras trabajas en la oficina.,22.254215240478516
SimpleNPs_87_spa_eng_grammatical,Conecta el plug en la toma antes de encender el aparato eléctrico.,24.285911560058594
SimpleNPs_88_spa_eng_grammatical,Apaga el switch cuando salgas para ahorrar energía en la oficina.,23.917724609375
SimpleNPs_89_spa_eng_grammatical,Pulsa el button para iniciar la máquina y espera a que termine.,24.901229858398438
SimpleNPs_90_spa_eng_grammatical,Busca el remote_control entre los cojines del sofá antes de la película.,40.64092254638672
SimpleNPs_91_spa_eng_grammatical,Colocaron el speaker en la esquina para mejorar la calidad del sonido.,12.769004821777344
SimpleNPs_92_spa_eng_grammatical,Ajusta el microphone para que la voz se escuche clara en el evento.,29.282108306884766
SimpleNPs_93_spa_eng_grammatical,Revisaron el video de la reunión para tomar notas sobre las decisiones.,28.30536651611328
SimpleNPs_94_spa_eng_grammatical,Guarda el file en la carpeta correcta antes de cerrar el ordenador.,23.224853515625
SimpleNPs_95_spa_eng_grammatical,Revisa el mail antes de salir para responder los mensajes urgentes.,24.56573486328125
SimpleNPs_96_spa_eng_grammatical,Envía el message al grupo para confirmar la hora de la reunión.,30.841644287109375
SimpleNPs_97_spa_eng_grammatical,Firma el contract y devuélvelo a la oficina antes del viernes.,31.758880615234375
SimpleNPs_98_spa_eng_grammatical,Guarda el receipt por si necesitas hacer una devolución más tarde.,23.435619354248047
SimpleNPs_99_spa_eng_grammatical,Deposita el check en el banco antes de que cierre la sucursal.,20.215057373046875
SimpleNPs_100_spa_eng_grammatical,Encuentra el wallet en la bolsa antes de salir hacia la estación.,26.57091522216797
SimpleNPs_101_spa_eng_grammatical,Apaga el lamp antes de acostarte para ahorrar electricidad esta noche.,38.8847541809082
SimpleNPs_102_spa_eng_grammatical,Limpia el stove después de cocinar para evitar manchas difíciles mañana.,36.395469665527344
SimpleNPs_103_spa_eng_grammatical,Pon la compra en el fridge y cierra la puerta con cuidado.,18.941425323486328
SimpleNPs_104_spa_eng_grammatical,Guarda los documentos importantes en el drawer dentro del escritorio ahora.,26.44943618774414
SimpleNPs_105_spa_eng_grammatical,Coloca el libro en el shelf a la altura de los ojos.,12.187812805175781
SimpleNPs_106_spa_eng_grammatical,Cierra el curtain para bloquear la luz antes de que amanezca.,11.075004577636719
SimpleNPs_107_spa_eng_grammatical,Ajusta el mirror para que refleje la luz hacia la ventana.,23.403308868408203
SimpleNPs_108_spa_eng_grammatical,Revisa el drawer para ver si dejaste las llaves allí ayer.,35.22639083862305
SimpleNPs_109_spa_eng_grammatical,Marca el appointment en el calendar para no olvidarlo la próxima semana.,33.522457122802734
SimpleNPs_110_spa_eng_grammatical,Mira el clock para comprobar la hora antes de salir corriendo.,19.98137664794922
SimpleNPs_111_spa_eng_grammatical,Pega el poster en la pared del pasillo con cinta adhesiva fuerte.,22.717994689941406
SimpleNPs_112_spa_eng_grammatical,Consulta el calendar para elegir una fecha conveniente para la reunión.,24.107044219970703
SimpleNPs_113_spa_eng_grammatical,Guarda el receipt en la carpeta de gastos para la contabilidad mensual.,37.74565124511719
SimpleNPs_114_spa_eng_grammatical,Retira el poster viejo antes de colgar el nuevo esta tarde.,18.118896484375
SimpleNPs_115_spa_eng_grammatical,Coloca las botellas en el crate y ciérralo con cuidado para transportar.,31.86419677734375
SimpleNPs_116_spa_eng_grammatical,Abre el box con cuidado porque contiene objetos frágiles y antiguos.,18.13397216796875
SimpleNPs_117_spa_eng_grammatical,Recoge el parcel en la oficina de correos antes de que cierre.,33.299652099609375
SimpleNPs_118_spa_eng_grammatical,Pega el stamp en el sobre antes de dejar la carta en correos.,55.23116683959961
SimpleNPs_119_spa_eng_grammatical,Escribe el letter con calma y revisa la ortografía antes de enviar.,27.032012939453125
SimpleNPs_120_spa_eng_grammatical,Organiza el folder por colores para encontrar documentos rápidamente en la oficina.,41.292781829833984
SimpleNPs_121_spa_eng_grammatical,Entrega el report al jefe antes de la reunión de la tarde.,30.62274169921875
SimpleNPs_122_spa_eng_grammatical,Prepara el summary para la presentación y repásalo con el equipo.,51.84434509277344
SimpleNPs_123_spa_eng_grammatical,Envía el invoice al cliente y confirma la recepción por correo.,20.108665466308594
SimpleNPs_124_spa_eng_grammatical,Paga el bill antes de la fecha límite para evitar cargos adicionales.,22.00832748413086
SimpleNPs_125_spa_eng_grammatical,Escanea el receipt y súbelo al sistema de gastos esta tarde.,57.9642448425293
SimpleNPs_126_spa_eng_grammatical,Lleva el badge visible durante la visita al edificio por seguridad.,34.85041427612305
SimpleNPs_127_spa_eng_grammatical,Encuentra el key en la mesa antes de salir hacia la estación.,36.14994812011719
SimpleNPs_128_spa_eng_grammatical,Revisa el lock para asegurarte de que la puerta esté bien cerrada.,16.362533569335938
SimpleNPs_129_spa_eng_grammatical,Asegura la bicicleta con el chain antes de entrar a la tienda.,44.49956130981445
SimpleNPs_130_spa_eng_grammatical,Ata el rope alrededor del paquete para mantenerlo firme durante el viaje.,43.636817932128906
SimpleNPs_131_spa_eng_grammatical,Coloca el ladder contra la pared antes de subir con cuidado.,21.49498748779297
SimpleNPs_132_spa_eng_grammatical,Guarda el tool en la caja después de terminar la reparación del coche.,27.81631088256836
SimpleNPs_133_spa_eng_grammatical,Sujeta el hammer con firmeza antes de golpear el clavo en la madera.,17.351734161376953
SimpleNPs_134_spa_eng_grammatical,Inserta el nail en la tabla y golpéalo con cuidado hasta que entre.,52.242591857910156
SimpleNPs_135_spa_eng_grammatical,Aprieta el screw para asegurar la bisagra antes de cerrar la puerta.,35.60640335083008
SimpleNPs_136_spa_eng_grammatical,Usa el drill con protección ocular para perforar la pared con seguridad.,35.98159408569336
SimpleNPs_137_spa_eng_grammatical,Aplica el paint en capas finas para lograr un acabado uniforme y liso.,19.318218231201172
SimpleNPs_138_spa_eng_grammatical,Sumerge el brush en la pintura y pinta con trazos largos y suaves.,34.24123001098633
SimpleNPs_139_spa_eng_grammatical,Pasa el roller sobre la pared para cubrirla con la nueva capa.,26.067142486572266
SimpleNPs_140_spa_eng_grammatical,Coloca el mask antes de entrar al taller por seguridad y salud.,30.583080291748047
SimpleNPs_141_spa_eng_grammatical,Limpia las glasses con un paño suave antes de empezar a trabajar.,17.982059478759766
SimpleNPs_142_spa_eng_grammatical,Saca el contact_lens con cuidado y guárdalo en su estuche limpio.,47.95939254760742
SimpleNPs_143_spa_eng_grammatical,Coloca el bandage sobre la herida y sujétalo con cinta adhesiva.,33.674835205078125
SimpleNPs_144_spa_eng_grammatical,Aplica el ointment según las instrucciones para acelerar la curación de la piel.,22.305198669433594
SimpleNPs_145_spa_eng_grammatical,Mide la temperatura con el thermometer y anota el resultado en la ficha.,16.356529235839844
SimpleNPs_146_spa_eng_grammatical,Escucharon el band tocar en vivo durante el festival de la ciudad.,24.06649398803711
SimpleNPs_147_spa_eng_grammatical,Compraron el album en la tienda de música después del concierto.,22.514724731445312
SimpleNPs_148_spa_eng_grammatical,Corrió el track tres veces como parte de su entrenamiento diario.,17.173629760742188
SimpleNPs_149_spa_eng_grammatical,Revisaron el score para verificar los resultados antes de anunciar al ganador.,30.12525177001953
SimpleNPs_150_spa_eng_grammatical,Ensaya el script con el elenco para pulir las escenas antes del estreno.,30.923206329345703
SimpleNPs_151_spa_eng_grammatical,Coloca el mirror en la pared del pasillo antes de la cena familiar.,29.706085205078125
SimpleNPs_152_spa_eng_grammatical,Cubre al bebé con el blanket antes de salir al frío nocturno.,35.826114654541016
SimpleNPs_153_spa_eng_grammatical,Pon el pillow en la cama para que esté cómodo al dormir.,15.228767395019531
SimpleNPs_154_spa_eng_grammatical,Coloca el mat frente a la puerta para limpiar los zapatos al entrar.,41.28718948364258
SimpleNPs_155_spa_eng_grammatical,Cierra el curtain para que la habitación quede oscura antes de dormir.,11.5501708984375
SimpleNPs_156_spa_eng_grammatical,Pinta la pared con el blank para que el cuarto parezca más grande.,28.735652923583984
SimpleNPs_157_spa_eng_grammatical,Colgó el frame con cuidado para que la foto quedara centrada.,27.63155746459961
SimpleNPs_158_spa_eng_grammatical,Colocaron el statue en el jardín para decorar la entrada principal.,27.301158905029297
SimpleNPs_159_spa_eng_grammatical,Pon el vase en el centro de la mesa para la cena.,20.151065826416016
SimpleNPs_160_spa_eng_grammatical,Enciende el candle durante la cena para crear un ambiente acogedor.,20.684581756591797
SimpleNPs_161_spa_eng_grammatical,Lleva el lantern al patio cuando salgamos a cenar esta noche.,33.46281433105469
SimpleNPs_162_spa_eng_grammatical,Ajusta el clock para que suene la alarma a las seis.,15.447189331054688
SimpleNPs_163_spa_eng_grammatical,Marca el calendar con la fecha límite antes de enviar el informe.,29.41119384765625
SimpleNPs_164_spa_eng_grammatical,Pega el poster en la pared del pasillo para anunciar el evento.,19.72127914428711
SimpleNPs_165_spa_eng_grammatical,Coloca el sign en la entrada para indicar el horario de atención.,28.847278594970703
SimpleNPs_166_spa_eng_grammatical,Izaron el flag en el mástil al comenzar la ceremonia oficial del pueblo.,62.32957458496094
SimpleNPs_167_spa_eng_grammatical,Visitaron el statue histórico durante la excursión guiada por la ciudad.,23.21302032470703
SimpleNPs_168_spa_eng_grammatical,Colocaron el plaque junto a la entrada para conmemorar la inauguración.,33.11886978149414
SimpleNPs_169_spa_eng_grammatical,Pusieron el signboard frente a la tienda para anunciar la oferta especial.,27.247520446777344
SimpleNPs_170_spa_eng_grammatical,Retiraron el poster antiguo antes de colgar el nuevo esta mañana.,20.84261703491211
SimpleNPs_171_spa_eng_grammatical,Pulieron el statue de bronce para que brillara en la exposición.,51.9798583984375
SimpleNPs_172_spa_eng_grammatical,Colocaron el bench bajo el árbol para que la gente descansara.,26.353992462158203
SimpleNPs_173_spa_eng_grammatical,Encendieron el fountain por la noche para el espectáculo de luces.,20.77973175048828
SimpleNPs_174_spa_eng_grammatical,Cruzaron el bridge con cuidado porque el viento soplaba con fuerza.,19.478012084960938
SimpleNPs_175_spa_eng_grammatical,Admiraron el statue moderno durante la visita al museo de arte.,34.43928909301758
SimpleNPs_176_spa_eng_grammatical,Fotografiaron el monument durante la excursión para el proyecto escolar.,41.11176300048828
SimpleNPs_177_spa_eng_grammatical,Resguardaron el statue en el almacén para protegerlo de la lluvia.,31.236042022705078
SimpleNPs_178_spa_eng_grammatical,Decoraron el altar con flores para la celebración religiosa del domingo.,15.859424591064453
SimpleNPs_179_spa_eng_grammatical,Visitamos el shrine para dejar una ofrenda y pedir buena suerte.,24.152877807617188
SimpleNPs_180_spa_eng_grammatical,Exploraron el crypt con linternas durante la visita nocturna guiada.,24.686771392822266
SimpleNPs_181_spa_eng_grammatical,Colocaron el altar decorado en el centro de la capilla antigua.,17.930667877197266
SimpleNPs_182_spa_eng_grammatical,Guardaron el statue en una vitrina para protegerlo del polvo y la humedad.,33.6418342590332
SimpleNPs_183_spa_eng_grammatical,Coloca el mask antes de entrar al laboratorio por seguridad y protocolo.,32.79731750488281
SimpleNPs_184_spa_eng_grammatical,Encuentra el glove que dejaste en la mesa del comedor esta mañana.,19.816970825195312
SimpleNPs_185_spa_eng_grammatical,Ajusta el helmet antes de subir a la bicicleta por seguridad.,19.715660095214844
SimpleNPs_186_spa_eng_grammatical,Ponte el vest reflectante si vas a caminar por la carretera.,43.39023971557617
SimpleNPs_187_spa_eng_grammatical,Cuelga el coat en el perchero al entrar para que no se arrugue.,40.33313751220703
SimpleNPs_188_spa_eng_grammatical,Envuelve el scarf alrededor del cuello para protegerte del viento frío.,8.768779754638672
SimpleNPs_189_spa_eng_grammatical,Limpia las glasses con cuidado antes de empezar a leer el informe.,29.81290054321289
SimpleNPs_190_spa_eng_grammatical,Revisa el watch para comprobar la hora antes de la reunión urgente.,53.057830810546875
SimpleNPs_191_spa_eng_grammatical,Guarda el ring en la caja fuerte para protegerlo durante el viaje.,21.319637298583984
SimpleNPs_192_spa_eng_grammatical,Coloca el necklace en la caja de joyas antes de salir de casa.,13.671661376953125
SimpleNPs_193_spa_eng_grammatical,Ajusta el bracelet para que no se caiga mientras trabajas.,19.398094177246094
SimpleNPs_194_spa_eng_grammatical,Ajusta el watch para que la alarma suene a la hora correcta.,21.110149383544922
SimpleNPs_195_spa_eng_grammatical,Guarda el coin en la colección con cuidado para evitar daños.,34.820762634277344
SimpleNPs_196_spa_eng_grammatical,Pega el stamp en el sobre antes de llevar la carta al buzón.,33.64927673339844
SimpleNPs_197_spa_eng_grammatical,Retira el poster de la pared cuando termine la campaña publicitaria.,13.963768005371094
SimpleNPs_198_spa_eng_grammatical,Recoge el leaf caído y colócalo en la bolsa de compost.,35.877777099609375
SimpleNPs_199_spa_eng_grammatical,Planta el seed en la maceta y riégalo según las instrucciones.,43.154136657714844
SimpleNPs_200_spa_eng_grammatical,Cambia el bulb quemado por uno nuevo en la lámpara del salón.,22.304656982421875
ComplexNPs_1_spa_eng_grammatical,El bibliotecario colocó el ancient book en la estantería antes del cierre.,23.337116241455078
ComplexNPs_2_spa_eng_grammatical,El vecino lavó el shiny car en el garaje durante la tarde.,35.64524459838867
ComplexNPs_3_spa_eng_grammatical,Los voluntarios pasearon el friendly dog por el refugio esta mañana.,32.1473503112793
ComplexNPs_4_spa_eng_grammatical,Por favor deja el cracked phone sobre la mesa cuando termines.,32.0425910949707
ComplexNPs_5_spa_eng_grammatical,El técnico instaló el powerful computer en la sala de trabajo hoy.,41.381656646728516
ComplexNPs_6_spa_eng_grammatical,Firma el formulario con el fine pen que está en la mesa.,46.084476470947266
ComplexNPs_7_spa_eng_grammatical,Compré el warm bread en la panadería antes de volver a casa.,29.306583404541016
ComplexNPs_8_spa_eng_grammatical,Encontré el muddy shoe junto a la puerta al volver anoche.,23.61636734008789
ComplexNPs_9_spa_eng_grammatical,Guardó el leather bag debajo del asiento durante todo el viaje.,16.418521881103516
ComplexNPs_10_spa_eng_grammatical,Colocó el straw hat en la percha junto a la chaqueta.,33.582054138183594
ComplexNPs_11_spa_eng_grammatical,Ana ajustó el digital watch antes de salir para la reunión.,43.209739685058594
ComplexNPs_12_spa_eng_grammatical,Pon el empty glass en el fregadero cuando termines de lavar.,36.06746292114258
ComplexNPs_13_spa_eng_grammatical,Lava el ceramic plate después de cenar para que esté listo mañana.,51.33909225463867
ComplexNPs_14_spa_eng_grammatical,Corta el sharp knife con cuidado sobre la tabla de madera.,14.473114013671875
ComplexNPs_15_spa_eng_grammatical,Pon el silver fork a la derecha del plato principal  por favor.,36.63552474975586
ComplexNPs_16_spa_eng_grammatical,Escribe tu respuesta con el HB pencil en la hoja superior.,34.416805267333984
ComplexNPs_17_spa_eng_grammatical,Deja el spiral notebook en mi escritorio cuando termines de estudiar.,44.66342544555664
ComplexNPs_18_spa_eng_grammatical,Extiende el folded map sobre la mesa para que todos lo vean.,36.85310363769531
ComplexNPs_19_spa_eng_grammatical,Plantaron el young tree junto al sendero durante la jornada comunitaria.,43.3653450012207
ComplexNPs_20_spa_eng_grammatical,Tomaron el overnight train para llegar a la ciudad al amanecer.,11.011695861816406
ComplexNPs_21_spa_eng_grammatical,Reservaron el private plane para el viaje de negocios la próxima semana.,43.378902435302734
ComplexNPs_22_spa_eng_grammatical,Alquilamos el fishing boat para pasar la tarde en la bahía.,11.62176513671875
ComplexNPs_23_spa_eng_grammatical,Dejaron el wooden bench frente al museo para descansar un rato.,32.78306198120117
ComplexNPs_24_spa_eng_grammatical,Compramos verduras en el open market cerca de la plaza central.,25.809749603271484
ComplexNPs_25_spa_eng_grammatical,Montaron el grey horse por el sendero que bordea el río.,35.91571044921875
ComplexNPs_26_spa_eng_grammatical,Apaga el flat television cuando termines de ver la serie.,34.743072509765625
ComplexNPs_27_spa_eng_grammatical,Cuelga el waterproof jacket en el perchero al entrar empapado.,66.34025573730469
ComplexNPs_28_spa_eng_grammatical,Guarda el concert ticket en tu cartera hasta que entres al recinto.,28.40625762939453
ComplexNPs_29_spa_eng_grammatical,Colocó el antique ring en la caja antes de cerrar la vitrina.,33.81449508666992
ComplexNPs_30_spa_eng_grammatical,Ensayó el grand piano durante horas antes del concierto del sábado.,28.184410095214844
ComplexNPs_31_spa_eng_grammatical,Recoge el compact umbrella del perchero antes de salir bajo la lluvia.,44.35663986206055
ComplexNPs_32_spa_eng_grammatical,Envía el confidential document por correo seguro antes del mediodía  por favor.,39.519264221191406
ComplexNPs_33_spa_eng_grammatical,Coloca el round mirror en la pared del pasillo junto a la entrada.,26.90343475341797
ComplexNPs_34_spa_eng_grammatical,Pasa el soft brush por la alfombra para quitar el polvo.,13.147018432617188
ComplexNPs_35_spa_eng_grammatical,Deja el scented soap junto al lavabo para los invitados esta noche.,32.186012268066406
ComplexNPs_36_spa_eng_grammatical,Precalienta el electric oven a la temperatura indicada antes de hornear.,31.202640533447266
ComplexNPs_37_spa_eng_grammatical,Lee el local newspaper mientras tomas café en la terraza esta mañana.,42.221229553222656
ComplexNPs_38_spa_eng_grammatical,Ajusta el cycling helmet antes de subir a la bicicleta en la pista.,23.766399383544922
ComplexNPs_39_spa_eng_grammatical,Encuentra el leather glove que dejaste en la mesa del comedor.,29.832298278808594
ComplexNPs_40_spa_eng_grammatical,Lava el wool sweater según las instrucciones antes de guardarlo en otoño.,22.044567108154297
ComplexNPs_41_spa_eng_grammatical,Pon el silver collar en la mesa junto a la caja de joyas.,31.595417022705078
ComplexNPs_42_spa_eng_grammatical,Revisa el valid passport para asegurarte de que no esté caducado antes del viaje.,26.935806274414062
ComplexNPs_43_spa_eng_grammatical,Cruza el wooden bridge con cuidado porque las tablas están resbaladizas.,25.90728759765625
ComplexNPs_44_spa_eng_grammatical,Sigue el winding road hasta la granja y aparca junto al granero.,23.77069854736328
ComplexNPs_45_spa_eng_grammatical,Pescaron en el shallow river hasta que el sol se ocultó.,24.838008880615234
ComplexNPs_46_spa_eng_grammatical,Nadaron en el clear lake hasta que el frío los obligó a salir.,50.24384307861328
ComplexNPs_47_spa_eng_grammatical,Entraron al modern stadium con sus entradas y buscaron sus asientos.,37.14091491699219
ComplexNPs_48_spa_eng_grammatical,Disfrutaron el outdoor concert desde la colina con mantas y bocadillos.,44.52743148803711
ComplexNPs_49_spa_eng_grammatical,Reservamos el charity show para el sábado y esperamos una gran noche.,21.000560760498047
